Pt #,Time (sec),Freq,Zreal,Zimag,Zsig,Zmod(in ohms),Zphz,Idc,Vdc,IERange,labels
3,7,501234.4,3054.389,-3836.165,1,4903.616,-51.47288,1.59E-06,0.0145564,8,
4,8,398109.4,3346.529,-4410.84,1,5536.674,-52.81221,2.14E-06,0.0143576,8,
5,10,316265.6,3652.035,-5122.658,1,6291.183,-54.51425,-5.11E-06,0.016062,8,
6,11,251203.1,4068.426,-6079.612,1,7315.311,-56.20989,5.47E-06,0.0139523,8,
7,13,199546.9,4493.833,-7276.909,1,8552.656,-58.30272,-8.39E-07,0.0150884,8,
8,15,158578.1,5259.297,-8570.801,1,10055.79,-58.46549,-8.99E-07,0.0151812,8,
9,16,125953.1,6261.424,-10250.19,1,12011.32,-58.58095,9.85E-07,0.0127111,7,
10,18,100078.1,7414.786,-12081.67,1,14175.54,-58.46165,-5.06E-08,0.0149273,7,
11,19,79453.13,9047.009,-14258.19,1,16886.22,-57.60434,-5.24E-08,0.0149301,7,
12,21,63140.62,11220.87,-16625.08,1,20057.45,-55.98315,1.52E-07,0.0146693,7,
13,22,50203.12,13945.09,-18948.85,1,23527.1,-53.64941,4.84E-08,0.0147319,7,
14,23,39890.62,17305.44,-21201.38,1,27367.44,-50.77726,-8.95E-09,0.0148269,7,
15,25,31640.63,21235.45,-23141.63,1,31408.27,-47.45958,-1.53E-08,0.0149383,7,
16,26,25171.88,25640.54,-24650.96,1,35568.35,-43.87274,4.48E-08,0.0148371,7,
17,27,20015.62,30328.57,-25545.41,1,39653.38,-40.10705,9.68E-08,0.0146797,7,
18,28,15890.62,35159.68,-26204.89,1,43850.87,-36.69756,8.72E-08,0.0147367,7,
19,30,12609.37,39887.91,-25492.69,1,47338.39,-32.58298,4.78E-09,0.0148966,6,
20,31,10078.13,44113.64,-25353.72,1,50880.5,-29.88755,5.26E-09,0.0148547,6,
21,32,8015.625,47985.37,-24543.1,1,53897.67,-27.0884,-2.97E-09,0.014789,6,
22,34,6328.125,51837.87,-23852.36,1,57062.25,-24.70876,2.30E-09,0.0147098,6,
23,35,5015.625,55235.77,-23123,1,59880.41,-22.71534,1.88E-08,0.0145817,6,
24,36,3984.375,58287.87,-22574.01,1,62506.49,-21.17063,6.35E-09,0.0148293,6,
25,38,3170.956,61152.79,-22082.06,1,65017.54,-19.85448,9.68E-09,0.0148263,6,
26,39,2527.573,63818.73,-21894.33,1,67469.94,-18.93559,-2.32E-09,0.0148172,6,
27,41,1976.103,66525.84,-22107.39,1,70102.95,-18.38231,8.87E-09,0.0148105,6,
28,42,1577.524,68916.73,-22223.47,1,72411.32,-17.87287,4.30E-09,0.0146035,6,
29,43,1265.625,71126.79,-23059.62,1,74771.42,-17.96292,-6.71E-09,0.0150185,6,
30,45,998.264,73571.3,-24231.35,1,77458.98,-18.22975,-5.09E-09,0.0149333,6,
31,46,796.875,75814.28,-25771.43,1,80074.79,-18.77436,8.17E-09,0.0146139,6,
32,47,627.7902,78308.16,-28074.96,1,83188.77,-19.72372,2.65E-09,0.0147095,6,
33,49,505.5147,80813.84,-30917.48,1,86526.1,-20.93568,2.00E-08,0.0144525,6,
34,50,397.9953,83501.13,-34566.52,1,90373.02,-22.48783,4.22E-11,0.0148331,6,
35,51,315.5048,86495.55,-38841.59,1,94816.4,-24.18289,-2.04E-10,0.0148343,5,
36,53,252.4038,89371.94,-44303.58,1,99750.4,-26.3686,-1.36E-10,0.0148337,5,
37,54,198.6229,92886.58,-51520.85,1,106218.2,-29.01556,2.48E-10,0.0148359,5,
38,55,158.3615,96532,-59888.03,1,113600.2,-31.81529,4.56E-10,0.0148292,5,
39,57,125.558,100748.3,-70580.86,1,123011.7,-35.01379,1.76E-10,0.0148314,5,
40,58,100.4464,105548.7,-82378.82,1,133891,-37.97138,-3.69E-10,0.0148322,5,
41,60,79.00281,109740,-99395.7,1,148062.1,-42.16834,-2.88E-10,0.0148248,5,
42,61,63.3446,116362.1,-111719.4,1,161311.4,-43.83386,-3.91E-11,0.0148216,5,
43,62,49.86702,125598.6,-141246.5,1,189012.1,-48.35602,4.62E-11,0.0148243,5,
44,64,39.72458,134416.8,-170275.8,1,216937.2,-51.71223,-1.76E-11,0.0148243,5,
45,65,31.6723,145942.6,-204059.6,1,250877.6,-54.42781,2.66E-10,0.0148295,5,
46,67,24.93351,159818.7,-245748.6,1,293145.7,-56.96268,-8.22E-11,0.0148286,5,
47,68,19.86229,178602.7,-293664.3,1,343711.6,-58.6926,2.07E-10,0.014823,5,
48,69,15.83615,205841.2,-356724.5,1,411853.1,-60.01371,-6.83E-10,0.0148345,5,
49,71,12.40079,226936.7,-430334.1,1,486505.6,-62.19507,1.02E-10,0.0148341,5,
50,72,9.93114,258556,-508756.8,1,570687.9,-63.0598,3.32E-10,0.014834,5,
51,74,7.944915,292957.6,-604407.6,1,671664.1,-64.14043,5.39E-10,0.0148292,5,
52,75,6.317385,353098.5,-722135.7,1,803839.9,-63.94302,6.32E-10,0.0148161,6,
53,78,5.008013,417698.2,-859399.4,1,955531,-64.07863,5.69E-10,0.0148276,6,
54,81,3.945707,495833.5,-1030083,1,1143207,-64.29602,1.69E-10,0.0148346,5,
55,84,3.158693,589932.3,-1206646,1,1343136,-63.94588,3.53E-11,0.014831,4,
56,87,2.504006,704758.7,-1424732,1,1589511,-63.68021,6.90E-11,0.0148168,4,
57,90,1.998082,833148.1,-1669960,1,1866254,-63.48526,5.73E-12,0.0148233,4,
58,93,1.584686,996776,-1959020,1,2198027,-63.03239,5.24E-11,0.0148781,4,
59,97,1.266892,1172978,-2289363,1,2572365,-62.87122,1.91E-11,0.0148167,4,
60,101,0.999041,1398977,-2692793,1,3034513,-62.54693,9.40E-11,0.0148612,4,
0,3,1000078,2123.631,-2987.091,1,3665.04,-54.5896,5.31E-06,0.0162115,8,A1-E48
1,4,794390.6,2380.446,-3362.704,1,4119.988,-54.70546,-8.69E-07,0.016507,8,
2,6,630984.4,2664.348,-3837.241,1,4671.527,-55.22622,-1.64E-06,0.0169234,8,
3,7,501234.4,2944.995,-4414.658,1,5306.807,-56.29296,-1.44E-06,0.016803,8,
4,9,398109.4,3268.915,-5118.568,1,6073.347,-57.43613,5.86E-07,0.0162423,8,
5,10,316265.6,3558.407,-6083.715,1,7047.968,-59.67634,5.69E-06,0.0154039,8,
6,12,251203.1,4048.249,-7192.66,1,8253.646,-60.62786,2.11E-06,0.01602,8,
7,14,199546.9,4743.578,-8539.179,1,9768.27,-60.9475,1.86E-06,0.0159353,8,
8,16,158578.1,5410.705,-10366.02,1,11693.16,-62.43699,1.97E-06,0.0160139,8,
9,17,125953.1,6627.518,-12293.56,1,13966.23,-61.67069,-2.74E-07,0.0165722,7,
10,19,100078.1,8102.909,-14697.13,1,16782.81,-61.13091,-4.48E-08,0.0164354,7,
11,20,79453.13,10094.51,-17439.38,1,20150.22,-59.93628,8.29E-08,0.0163542,7,
12,21,63140.62,12732.44,-20397.92,1,24045.58,-58.02746,8.93E-08,0.0162225,7,
13,23,50203.12,16178.22,-23239.54,1,28316.27,-55.15628,-9.27E-09,0.0164248,7,
14,24,39890.62,20240.85,-25994.58,1,32945.57,-52.09365,-4.22E-08,0.0163826,7,
15,26,31640.63,25573.14,-28217.6,1,38081.74,-47.81451,-7.38E-09,0.0164156,7,
16,27,25171.88,31283.77,-29902.47,1,43276.22,-43.70675,8.50E-08,0.0163419,7,
17,28,20015.62,37013.79,-30378.6,1,47884.03,-39.37701,-4.58E-09,0.0162993,7,
18,30,15890.62,43313.58,-30591.38,1,53027.34,-35.23268,1.51E-07,0.0161541,7,
19,32,12609.37,48681.18,-28907.7,1,56617.24,-30.70255,9.00E-09,0.0160925,6,
20,33,10078.13,53348.52,-27773.19,1,60144.95,-27.50144,2.91E-09,0.0161992,6,
21,34,8015.625,57225.48,-26679.06,1,63138.95,-24.99538,-7.81E-08,0.0164708,7,
22,36,6328.125,61208.61,-24942.11,1,66095.41,-22.17058,-1.49E-09,0.0164497,6,
23,37,5015.625,64320.59,-23656.01,1,68532.8,-20.19266,-2.09E-09,0.0163057,6,
24,39,3984.375,67049.49,-22912.06,1,70856.17,-18.86625,-1.16E-09,0.0164483,6,
25,40,3170.956,69515.77,-22430.58,1,73045.02,-17.88328,2.29E-09,0.0162003,6,
26,41,2527.573,71745,-22306.69,1,75132.77,-17.27132,5.32E-09,0.0163458,6,
27,43,1976.103,74195.34,-22983.45,1,77673.6,-17.21138,5.51E-09,0.0163451,6,
28,44,1577.524,76280.11,-23822.04,1,79913.36,-17.34342,-5.95E-09,0.0163983,6,
29,46,1265.625,78489.02,-25313.86,1,82470.11,-17.87527,-2.47E-09,0.0163049,6,
30,47,998.264,80912.72,-27511.85,1,85462.09,-18.779,-6.35E-09,0.0164106,6,
31,48,796.875,83639.82,-30117.52,1,88897.05,-19.80323,-3.30E-09,0.0162072,6,
32,50,627.7902,87243.37,-33024.32,1,93284.57,-20.73321,-3.23E-11,0.0162075,5,
33,51,505.5147,90440.54,-37032.86,1,97728.8,-22.26772,-6.16E-10,0.0163197,5,
34,52,397.9953,94851.24,-42205.55,1,103817.5,-23.98742,-2.78E-10,0.016315,5,
35,54,315.5048,99568,-47996.01,1,110532.4,-25.73604,5.17E-10,0.0163156,5,
36,55,252.4038,104851.3,-54181.05,1,118022.8,-27.32728,5.22E-10,0.0163137,5,
37,56,198.6229,111608.3,-61881.81,1,127615.7,-29.00641,-9.88E-11,0.0163136,5,
38,58,158.3615,118648.6,-69770.16,1,137642.2,-30.45724,-1.58E-10,0.0163144,5,
39,59,125.558,127056.6,-78712.68,1,149462.6,-31.77858,1.34E-10,0.016313,5,
40,61,100.4464,135835.8,-88476.89,1,162109.6,-33.07827,1.44E-10,0.0163069,5,
41,62,79.00281,144437.1,-99521.9,1,175404.3,-34.56811,-3.63E-10,0.0163129,5,
42,64,63.3446,161199.2,-107409.4,1,193705.8,-33.67611,-1.22E-10,0.0163077,5,
43,65,49.86702,167605.5,-128650.5,1,211287.8,-37.50909,1.20E-10,0.0163063,5,
44,67,39.72458,177514.2,-146573,1,230206.3,-39.54639,-4.79E-11,0.0163074,5,
45,68,31.6723,189855.9,-166847.5,1,252751.6,-41.30938,2.54E-10,0.016306,5,
46,69,24.93351,204856.2,-195320,1,283047.7,-43.6349,1.71E-10,0.0163084,5,
47,71,19.86229,218574.1,-228034.6,1,315870.9,-46.2135,3.55E-10,0.0163096,5,
48,72,15.83615,245065.4,-265172.3,1,361072.6,-47.25669,1.39E-09,0.0163001,5,
49,73,12.40079,252257.5,-321605.5,1,408734.6,-51.89045,8.14E-10,0.016306,5,
50,75,9.93114,280702.1,-373019.6,1,466837.5,-53.03806,-3.18E-11,0.0163044,5,
51,76,7.944915,305051.8,-441415.6,1,536567.1,-55.35257,-3.27E-10,0.016303,5,
52,78,6.317385,344401.1,-519916.9,1,623639.1,-56.47888,7.25E-11,0.0163178,5,
53,80,5.008013,386677,-619157.7,1,729983.1,-58.01436,6.95E-10,0.0163052,6,
54,83,3.945707,435773.2,-735028.4,1,854497,-59.33775,6.91E-10,0.0162969,6,
55,86,3.158693,491533.7,-871321.3,1,1000403,-60.57159,5.60E-10,0.0163235,6,
56,90,2.504006,561854.2,-1037127,1,1179539,-61.55379,-2.30E-11,0.0163102,4,
57,92,1.998082,640126.3,-1223349,1,1380704,-62.37885,6.16E-11,0.0162701,4,
58,95,1.584686,734851.8,-1458652,1,1633301,-63.26157,2.44E-11,0.0162562,4,
59,99,1.266892,842279.1,-1721217,1,1916252,-63.92514,6.85E-11,0.0162878,4,
60,103,0.999041,979277,-2061766,1,2282513,-64.59368,5.40E-13,0.0163051,4,
0,2,1000078,2199.12,-3263.079,1,3934.947,-56.02238,2.04E-06,-0.0037702,8,A1-E49
1,3,794390.6,2519.453,-3673.715,1,4454.641,-55.55746,-2.01E-06,-0.0029802,8,
2,5,630984.4,2818.647,-4251.293,1,5100.81,-56.45525,1.27E-06,-0.0037736,8,
3,7,501234.4,3204.466,-4849.078,1,5812.242,-56.54167,2.21E-06,-0.0042247,8,
4,8,398109.4,3619.077,-5636.348,1,6698.219,-57.29564,2.02E-06,-0.0044288,8,
5,10,316265.6,4030.167,-6685.682,1,7806.445,-58.91819,2.64E-07,-0.0039997,8,
6,11,251203.1,4662.516,-7904.979,1,9177.567,-59.46704,4.88E-08,-0.0039861,8,
7,13,199546.9,5457.89,-9248.634,1,10738.98,-59.4539,1.65E-06,-0.0042895,8,
8,15,158578.1,6447.785,-11053.17,1,12796.35,-59.74317,-9.64E-07,-0.0036003,8,
9,17,125953.1,8189.625,-12933.42,1,15308.27,-57.65742,2.44E-07,-0.0042909,7,
10,18,100078.1,10014.4,-15058.91,1,18084.77,-56.3755,-3.24E-08,-0.0039015,7,
11,20,79453.13,12522.61,-17269.71,1,21332.1,-54.05339,-5.79E-09,-0.0038551,7,
12,21,63140.62,15550.75,-19375.54,1,24844.26,-51.24957,-4.85E-08,-0.0038711,7,
13,22,50203.12,19186.48,-21174.72,1,28574.29,-47.82019,4.82E-08,-0.0040619,7,
14,24,39890.62,23303.87,-22660.9,1,32505.18,-44.19859,1.54E-07,-0.004127,7,
15,25,31640.63,27581.58,-23398.84,1,36169.73,-40.30962,4.87E-08,-0.0040675,7,
16,27,25171.88,31914.6,-23696.23,1,39749.88,-36.59347,-3.70E-08,-0.0038726,7,
17,28,20015.62,36137.96,-23614.97,1,43169.66,-33.16329,-4.14E-08,-0.0037622,7,
18,30,15890.62,40700.03,-23569.2,1,47031.89,-30.07493,-1.13E-08,-0.0038602,7,
19,32,12609.37,44163.35,-22022.42,1,49349.66,-26.50352,-1.79E-09,-0.003982,6,
20,33,10078.13,47364.83,-21526.45,1,52027.07,-24.44093,-7.54E-09,-0.0039153,6,
21,34,8015.625,50314.54,-20626.73,1,54378.44,-22.29145,5.34E-09,-0.0039486,6,
22,36,6328.125,53231.84,-19969.4,1,56854.25,-20.56309,-1.31E-08,-0.0038559,6,
23,37,5015.625,55795.23,-19521.11,1,59111.6,-19.28344,2.94E-09,-0.0040977,6,
24,38,3984.375,58275.02,-19559.16,1,61469.82,-18.55357,-1.30E-08,-0.0038649,7,
25,40,3170.956,60321.8,-19178.07,1,63297.06,-17.63699,-5.12E-08,-0.0038797,7,
26,42,2527.573,62613.12,-19103.55,1,65462.57,-16.96719,-1.76E-09,-0.0039779,6,
27,43,1976.103,64853.82,-19473.69,1,67714.42,-16.71346,1.04E-08,-0.0039907,6,
28,44,1577.524,66680.44,-20112.41,1,69647.61,-16.78456,2.09E-08,-0.0043498,6,
29,46,1265.625,68312.6,-21217.53,1,71531.77,-17.25452,-6.29E-09,-0.0037637,6,
30,47,998.264,70342.13,-23052.27,1,74023.13,-18.14482,-7.71E-09,-0.0037724,6,
31,48,796.875,72216.8,-25356.39,1,76538.97,-19.34693,-5.36E-09,-0.0038482,6,
32,50,627.7902,74011.1,-28687.25,1,79376.33,-21.1867,5.29E-09,-0.0039384,6,
33,51,505.5147,75959.68,-32499.06,1,82619.98,-23.16348,-6.01E-09,-0.0038667,6,
34,52,397.9953,78371.92,-37819.45,1,87019.93,-25.76027,7.71E-10,-0.003962,6,
35,54,315.5048,81326.76,-44148.7,1,92537.29,-28.49558,6.42E-10,-0.0039643,6,
36,55,252.4038,84687.37,-51191.34,1,98957.1,-31.15188,7.39E-10,-0.0039633,5,
37,56,198.6229,88664.68,-60831.66,1,107526.4,-34.4535,1.46E-10,-0.0039541,5,
38,58,158.3615,93095.23,-71924.77,1,117643.1,-37.68944,-5.79E-11,-0.0039608,5,
39,59,125.558,98565.3,-85334.73,1,130373.1,-40.88498,-3.57E-11,-0.0039571,5,
40,61,100.4464,104417.6,-101621.9,1,145705.4,-44.22263,-5.95E-11,-0.003963,5,
41,62,79.00281,112225.8,-122392.7,1,166056.1,-47.48128,3.16E-10,-0.0039627,5,
42,63,63.3446,123802.6,-135902,1,183838,-47.66743,4.73E-10,-0.0039638,5,
43,65,49.86702,134003,-171040.2,1,217282.2,-51.92275,2.53E-10,-0.0039641,5,
44,66,39.72458,146897.6,-205034.5,1,252226.1,-54.38018,-2.87E-12,-0.0039587,5,
45,68,31.6723,161876.8,-242863.2,1,291867.5,-56.31516,1.68E-10,-0.003961,5,
46,69,24.93351,182971.3,-289869.3,1,342786.7,-57.73906,3.44E-10,-0.0039605,5,
47,71,19.86229,209524.4,-342650.8,1,401634.2,-58.55501,5.93E-11,-0.003956,5,
48,72,15.83615,238680.6,-395435.4,1,461884.8,-58.88526,1.08E-09,-0.0039675,5,
49,73,12.40079,280117.5,-492603.9,1,566678.4,-60.37542,3.37E-10,-0.0039578,5,
50,75,9.93114,315962.9,-574917.2,1,656020.1,-61.2077,1.20E-11,-0.0039638,5,
51,76,7.944915,367752.2,-684852.4,1,777344.5,-61.76508,1.01E-09,-0.0039706,6,
52,78,6.317385,433425.6,-791721.4,1,902596.6,-61.30162,6.66E-10,-0.0039614,6,
53,80,5.008013,510017.9,-930101.1,1,1060757,-61.26198,1.35E-10,-0.00395,5,
54,83,3.945707,607609.8,-1098710,1,1255529,-61.05648,1.17E-10,-0.0039647,4,
55,86,3.158693,704320.1,-1279956,1,1460943,-61.17738,1.28E-10,-0.0039477,4,
56,90,2.504006,831511.7,-1499059,1,1714231,-60.98334,3.85E-11,-0.0039756,4,
57,92,1.998082,973566,-1745024,1,1998234,-60.84243,5.00E-11,-0.0039965,4,
58,95,1.584686,1143295,-2031932,1,2331495,-60.63511,6.94E-11,-0.0039542,4,
59,99,1.266892,1339990,-2361125,1,2714864,-60.42415,7.82E-11,-0.0040072,4,
60,103,0.999041,1577035,-2758555,1,3177525,-60.24388,8.57E-11,-0.0039237,4,
0,2,1000078,2272.969,-2596.915,1,3451.138,-48.80572,1.08E-06,0.0148266,8,A1-E50
1,3,794390.6,2516.059,-2836.282,1,3791.445,-48.42384,-2.05E-06,0.0153447,8,
2,5,630984.4,2752.926,-3179.154,1,4205.428,-49.10972,3.14E-06,0.0141166,8,
3,6,501234.4,2950.98,-3634.044,1,4681.299,-50.92211,2.07E-06,0.0140473,8,
4,8,398109.4,3201.18,-4200.484,1,5281.252,-52.68905,6.42E-07,0.0142538,8,
5,9,316265.6,3426.531,-4904.545,1,5982.949,-55.06015,-1.89E-06,0.0146365,8,
6,11,251203.1,3764.028,-5910.232,1,7007.05,-57.50831,-1.30E-06,0.0148515,8,
7,13,199546.9,4247.376,-7106.902,1,8279.388,-59.13573,7.94E-07,0.0142212,8,
8,14,158578.1,4862.493,-8489.818,1,9783.7,-60.19833,2.20E-06,0.0139873,8,
9,16,125953.1,5867.182,-10272.52,1,11829.98,-60.26702,-2.10E-07,0.0145201,7,
10,18,100078.1,7016.512,-12280.23,1,14143.39,-60.25779,-3.51E-08,0.014399,7,
11,20,79453.13,8652.747,-14576.67,1,16951.38,-59.30652,-7.19E-09,0.0144407,7,
12,21,63140.62,10806.63,-17024.09,1,20164.39,-57.59326,4.97E-08,0.0142245,7,
13,22,50203.12,13507.66,-19521.95,1,23739.49,-55.3198,-3.82E-09,0.0144282,7,
14,24,39890.62,16982.72,-22033.04,1,27818.48,-52.37553,5.07E-08,0.0142166,7,
15,25,31640.63,20861.16,-24147.34,1,31910.53,-49.1759,2.54E-08,0.0142826,7,
16,26,25171.88,25203.14,-25972.03,1,36190.39,-45.86078,-3.13E-08,0.0145195,7,
17,28,20015.62,29902.5,-27317.86,1,40502.16,-42.41372,-4.54E-08,0.0144091,7,
18,29,15890.62,34931.36,-28207.94,1,44898.64,-38.92173,-3.06E-08,0.0143799,7,
19,30,12609.37,40200.97,-28573.76,1,49321.17,-35.40419,-9.46E-10,0.0144696,6,
20,32,10078.13,44676.13,-28544.24,1,53016.31,-32.57511,-6.04E-09,0.0145085,6,
21,33,8015.625,49116.73,-28423.98,1,56748.36,-30.05808,1.98E-08,0.013972,6,
22,34,6328.125,53560.67,-28362.28,1,60606.63,-27.90281,2.06E-08,0.0139744,6,
23,36,5015.625,57748.3,-28265.32,1,64294.59,-26.07977,-1.67E-09,0.0144615,6,
24,37,3984.375,61579.33,-28255.9,1,67752.57,-24.6482,-6.22E-09,0.0144124,6,
25,39,3170.956,65501.98,-28609.02,1,71477.17,-23.59405,6.41E-09,0.0143242,6,
26,40,2527.573,68896.2,-28874.03,1,74702.05,-22.73829,8.43E-09,0.0143239,6,
27,41,1976.103,72438.04,-29392.13,1,78173.95,-22.08512,1.74E-08,0.0141177,6,
28,43,1577.524,75827.41,-30263.6,1,81643.63,-21.75751,-5.76E-09,0.0144098,6,
29,44,1265.625,78995.62,-31643.24,1,85097.6,-21.82954,1.77E-08,0.0141057,6,
30,46,998.264,83168.88,-33694.79,1,89735.17,-22.05469,-4.80E-09,0.0144249,6,
31,47,796.875,86678.16,-34823.34,1,93411.82,-21.88802,-6.42E-10,0.014301,5,
32,48,627.7902,90493.43,-37967.65,1,98135.6,-22.7611,-2.23E-10,0.014299,5,
33,50,505.5147,93866.48,-41353.54,1,102572.1,-23.77623,6.04E-10,0.0143091,5,
34,51,397.9953,98554.8,-46512.8,1,108979.3,-25.26491,-2.43E-10,0.0143358,5,
35,52,315.5048,102792.5,-52317.68,1,115340.6,-26.97444,-2.37E-10,0.0143341,5,
36,54,252.4038,107295.5,-59153.42,1,122521.2,-28.86853,4.57E-10,0.0143285,5,
37,55,198.6229,112325.3,-68153.87,1,131384.6,-31.24747,1.66E-10,0.0143326,5,
38,56,158.3615,117759.3,-78481.37,1,141515.3,-33.68171,3.58E-10,0.014335,5,
39,58,125.558,124027.8,-91125.08,1,153904.7,-36.30529,-1.04E-10,0.0143343,5,
40,59,100.4464,130972.3,-105924.9,1,168445.3,-38.96447,-1.12E-11,0.014334,5,
41,61,79.00281,140632.9,-125772.4,1,188669.9,-41.80726,3.77E-10,0.0143282,5,
42,62,63.3446,159167.4,-147591.5,1,217065.7,-42.83891,-3.29E-10,0.0143295,5,
43,64,49.86702,163647.2,-175011.4,1,239602.6,-46.92192,-4.51E-11,0.0143338,5,
44,65,39.72458,175949.5,-204262.5,1,269594.9,-49.25875,-1.11E-10,0.0143356,5,
45,67,31.6723,196592.9,-240786.3,1,310848.5,-50.76966,-2.47E-10,0.0143333,5,
46,68,24.93351,215481.6,-286048.4,1,358128.4,-53.00911,2.06E-10,0.0143298,5,
47,70,19.86229,238498.2,-337973.1,1,413651,-54.79044,3.27E-10,0.0143417,5,
48,71,15.83615,263739.2,-407876.2,1,485717.3,-57.11266,-6.13E-10,0.0143353,5,
49,72,12.40079,319269.3,-482227.7,1,578339.4,-56.49259,8.13E-10,0.0143389,5,
50,74,9.93114,350178.5,-555374,1,656555.6,-57.76745,8.25E-13,0.0143494,5,
51,75,7.944915,399179,-655234.9,1,767252.7,-58.64959,8.40E-10,0.0143239,6,
52,77,6.317385,460434,-765252.9,1,893090.9,-58.9657,7.85E-10,0.0143175,6,
53,79,5.008013,533757.1,-897390.4,1,1044129,-59.25632,7.07E-11,0.0143271,5,
54,82,3.945707,626960.1,-1058120,1,1229917,-59.35228,7.39E-11,0.0143317,4,
55,85,3.158693,724252.2,-1229873,1,1427281,-59.50687,9.05E-11,0.0143491,4,
56,88,2.504006,845602.7,-1439137,1,1669180,-59.56253,-1.98E-11,0.0143267,4,
57,91,1.998082,981139,-1668505,1,1935599,-59.54298,4.49E-11,0.0142871,4,
58,94,1.584686,1136565,-1947408,1,2254812,-59.7309,2.30E-11,0.0143145,4,
59,98,1.266892,1316557,-2256009,1,2612067,-59.7331,5.50E-11,0.0142863,4,
60,102,0.999041,1528570,-2642594,1,3052839,-59.95339,2.93E-11,0.0143539,4,
0,2,1000078,2012.211,-3424.611,1,3972.021,-59.56262,9.38E-06,0.0283171,8,A1-E51
1,3,794390.6,2349.308,-3941.004,1,4588.111,-59.20002,-1.35E-06,0.0285406,8,
2,5,630984.4,2760.84,-4555.209,1,5326.553,-58.78061,-2.26E-06,0.0291899,8,
3,6,501234.4,3159.535,-5276.132,1,6149.815,-59.08533,2.68E-06,0.0283007,8,
4,8,398109.4,3700.776,-6181.681,1,7204.785,-59.09238,-6.32E-08,0.0289574,8,
5,10,316265.6,4435.344,-7241.213,1,8491.61,-58.51195,-5.05E-06,0.0297891,8,
6,11,251203.1,5624.168,-9332.998,1,10896.61,-58.92637,-4.85E-06,0.0297387,8,
7,13,199546.9,6397.973,-9964.18,1,11841.41,-57.29558,5.16E-06,0.0277167,8,
8,15,158578.1,8118.492,-11408.76,1,14002.49,-54.56429,7.83E-07,0.0285,8,
9,16,125953.1,10131.17,-12806.3,1,16329.18,-51.65219,-5.87E-07,0.0298052,7,
10,18,100078.1,12519.04,-14128.45,1,18876.95,-48.45626,9.77E-08,0.028407,7,
11,19,79453.13,15267.18,-15205.69,1,21547.61,-44.88438,2.63E-08,0.0284915,7,
12,21,63140.62,18237.1,-15895.06,1,24191.83,-41.07469,9.32E-08,0.0285564,7,
13,22,50203.12,21180.35,-16110.58,1,26611.24,-37.25801,-1.06E-08,0.0285408,7,
14,23,39890.62,24331.35,-16058.95,1,29153.12,-33.42524,1.53E-07,0.0283725,7,
15,25,31640.63,26752.41,-15680.35,1,31009.11,-30.37578,-6.21E-08,0.0287164,7,
16,26,25171.88,29151.17,-15222.15,1,32886.23,-27.57266,-4.25E-08,0.0287469,7,
17,28,20015.62,31315.94,-14702.68,1,34595.62,-25.14982,-3.47E-08,0.0286246,7,
18,29,15890.62,33192.07,-14428.04,1,36192.3,-23.49379,1.53E-07,0.0283692,7,
19,31,12609.37,35256.02,-13866.67,1,37884.97,-21.47039,2.08E-08,0.0281518,6,
20,32,10078.13,36828.91,-14022.69,1,39408.18,-20.84445,-7.83E-09,0.0285905,6,
21,33,8015.625,38504.32,-14155.91,1,41024.05,-20.18568,-3.89E-09,0.028438,6,
22,35,6328.125,40244.39,-14599.21,1,42810.61,-19.93894,6.26E-09,0.0285501,6,
23,36,5015.625,42030.66,-15242.72,1,44709.25,-19.93354,6.80E-09,0.0285472,6,
24,37,3984.375,43700.3,-15986.14,1,46532.49,-20.09318,-3.70E-09,0.0284455,6,
25,39,3170.956,45694.3,-17070.3,1,48778.73,-20.48449,3.06E-09,0.0284077,6,
26,40,2527.573,47606.61,-18162.97,1,50953.73,-20.88296,-8.08E-09,0.028586,6,
27,41,1976.103,49929.68,-19777.74,1,53704.11,-21.60911,-1.03E-08,0.028625,6,
28,43,1577.524,52214.93,-21467.73,1,56455.84,-22.3496,5.41E-09,0.0285988,6,
29,44,1265.625,54681.03,-23349.26,1,59457.57,-23.12289,4.85E-09,0.028563,6,
30,45,998.264,57374.57,-25822.45,1,62917.73,-24.23098,-1.48E-09,0.0286747,6,
31,47,796.875,60185.82,-28547.35,1,66612.95,-25.37593,-3.83E-09,0.0284421,6,
32,48,627.7902,63291.16,-31873.93,1,70864.08,-26.73019,3.01E-09,0.0284035,6,
33,50,505.5147,66521.91,-35369.41,1,75340.3,-27.99939,6.26E-09,0.0285503,6,
34,51,397.9953,70175.52,-39893.9,1,80722.53,-29.61768,2.26E-11,0.0285387,6,
35,52,315.5048,74104.45,-45122.81,1,86761.38,-31.33758,9.91E-10,0.0285416,6,
36,54,252.4038,78100.06,-51157.15,1,93363.13,-33.22562,2.53E-10,0.0285382,6,
37,55,198.6229,82741.5,-58607.19,1,101395.1,-35.31058,-1.29E-10,0.0285436,5,
38,56,158.3615,87269.18,-67480.83,1,110315.8,-37.71296,-4.41E-10,0.0285372,5,
39,58,125.558,92585.42,-78831.73,1,121599.8,-40.41269,1.35E-10,0.0285395,5,
40,59,100.4464,98347.8,-91363.41,1,134236.9,-42.89156,8.04E-10,0.0285396,5,
41,60,79.00281,105316,-107938.7,1,150805.3,-45.70461,-4.87E-10,0.0285455,5,
