Pt #,Time (sec),Freq,Zreal,Zimag,Zsig,Zmod(in ohms),Zphz,Idc,Vdc,IERange,labels
0,3,1000078,2344.968,-2625.158,1,3519.99,-48.22663,2.61E-06,0.0213882,8,A1-E1
1,4,794390.6,2586.347,-2921.2,1,3901.615,-48.47923,1.44E-06,0.021094,8,
2,6,630984.4,2892.372,-3312.853,1,4397.819,-48.87658,1.65E-06,0.0210455,8,
3,7,501234.4,3192.792,-3781.229,1,4948.9,-49.82294,5.39E-07,0.0210999,8,
4,8,398109.4,3590.498,-4372.54,1,5657.807,-50.60897,1.58E-06,0.020932,8,
5,10,316265.6,4124.602,-5116.206,1,6571.75,-51.1248,-9.19E-07,0.0214285,8,
6,11,251203.1,4828.434,-5958.2,1,7669.024,-50.97922,3.65E-07,0.0210558,8,
7,13,199546.9,5753.399,-6784.927,1,8895.889,-49.70313,-3.76E-06,0.0220273,8,
8,15,158578.1,7048.646,-7776.99,1,10495.95,-47.81253,1.77E-06,0.0208514,8,
9,17,125953.1,8619.858,-8506.229,1,12110.24,-44.61986,1.39E-07,0.0208672,7,
10,18,100078.1,10309.66,-9016.014,1,13695.9,-41.17037,-3.80E-08,0.0211906,7,
11,20,79453.13,12208.96,-9275.222,1,15332.59,-37.22417,7.04E-08,0.0210313,7,
12,21,63140.62,14062.78,-9164.199,1,16785.24,-33.09082,4.42E-08,0.0210251,7,
13,22,50203.12,15805.86,-8815.714,1,18098.13,-29.15058,1.19E-07,0.0209815,7,
14,24,39890.62,17327.97,-8269.43,1,19200.05,-25.51188,7.63E-08,0.0209982,7,
15,25,31640.63,18663.84,-7637.864,1,20166.21,-22.25601,7.25E-08,0.0210257,7,
16,26,25171.88,19689.97,-7000.528,1,20897.43,-19.57222,-2.51E-08,0.0211539,7,
17,28,20015.62,20543.72,-6407.37,1,21519.73,-17.32215,1.14E-07,0.0209905,7,
18,29,15890.62,21226.27,-5999.82,1,22057.94,-15.78348,-9.19E-09,0.021185,7,
19,30,12609.37,21873.71,-5401.804,1,22530.83,-13.87188,1.51E-08,0.020818,6,
20,32,10078.13,22436.52,-5210.064,1,23033.5,-13.07316,-6.54E-09,0.0211832,6,
21,33,8015.625,22797.07,-5109.371,1,23362.63,-12.6326,-7.31E-09,0.0211553,6,
22,34,6328.125,23221.23,-5179.092,1,23791.78,-12.57304,-1.75E-09,0.0209922,6,
23,36,5015.625,23577.96,-5401.821,1,24188.84,-12.90403,-8.94E-09,0.0211604,6,
24,37,3984.375,23892.05,-5800.107,1,24586,-13.64533,-4.14E-09,0.021097,6,
25,38,3170.956,24264.87,-6408.98,1,25096.99,-14.79542,1.32E-08,0.0209158,6,
26,40,2527.573,24634.97,-7216.21,1,25670.13,-16.32665,2.18E-09,0.020997,6,
27,41,1976.103,25082.06,-8402.029,1,26451.91,-18.51991,3.36E-09,0.0211234,6,
28,42,1577.524,25572.58,-9807.22,1,27388.66,-20.98209,4.95E-09,0.0210834,6,
29,44,1265.625,26142.81,-11535.9,1,28574.88,-23.81018,1.33E-08,0.0209166,6,
30,45,998.264,26892.86,-13833.49,1,30242.21,-27.22096,1.48E-08,0.0208063,6,
31,46,796.875,27721.43,-16504.02,1,32262.37,-30.76755,1.50E-08,0.0208037,6,
32,48,627.7902,28969.94,-19961.18,1,35181.05,-34.56804,-7.20E-09,0.0211457,6,
33,49,505.5147,30451.96,-23700.76,1,38588.18,-37.89363,3.59E-09,0.0211021,6,
34,50,397.9953,32337.69,-28613.13,1,43179.12,-41.50314,8.74E-10,0.0210877,6,
35,52,315.5048,34786.51,-34270.6,1,48832.11,-44.57196,8.30E-10,0.0210839,6,
36,53,252.4038,37698.74,-40631.49,1,55426.64,-47.1442,4.27E-10,0.0210798,6,
37,54,198.6229,41528.77,-48524.9,1,63869.43,-49.4423,6.17E-10,0.0210852,6,
38,56,158.3615,45816.51,-57153.19,1,73250.52,-51.2828,9.13E-10,0.0210771,6,
39,57,125.558,50979.87,-67346.8,1,84466.2,-52.87518,5.97E-10,0.021083,6,
40,58,100.4464,56685.18,-78514.23,1,96838.5,-54.17172,3.31E-10,0.0210823,6,
41,60,79.00281,63696.49,-92366.36,1,112199.8,-55.40958,1.30E-10,0.021082,5,
42,61,63.3446,71020.95,-109592.3,1,130592.7,-57.05488,3.14E-10,0.0210866,5,
43,62,49.86702,79026.55,-127385.8,1,149907.7,-58.1857,-1.04E-11,0.0210812,5,
44,64,39.72458,90103.97,-151471.8,1,176245.3,-59.25343,9.11E-11,0.0210862,5,
45,65,31.6723,100543.2,-178227.9,1,204631.7,-60.57147,2.19E-10,0.02108,5,
46,67,24.93351,114621.6,-212372.1,1,241329.8,-61.64334,2.12E-10,0.0210829,5,
47,68,19.86229,129726.1,-251687.6,1,283152.8,-62.73228,1.92E-10,0.0210891,5,
48,69,15.83615,147694.4,-303279.4,1,337330.7,-64.03433,-3.99E-10,0.0210832,5,
49,71,12.40079,171242.4,-357570.2,1,396459.8,-64.40997,6.66E-10,0.0210837,5,
50,72,9.93114,195583.7,-429637.6,1,472060.9,-65.52357,1.05E-10,0.0210911,5,
51,74,7.944915,221583.1,-510803.5,1,556793.8,-66.54912,-1.91E-10,0.0210885,5,
52,75,6.317385,262898,-612721.9,1,666740.9,-66.77749,-7.56E-12,0.021094,5,
53,77,5.008013,311106.8,-735407.3,1,798505.7,-67.06969,5.04E-10,0.0210786,6,
54,80,3.945707,373644.3,-884406.2,1,960096,-67.09689,7.91E-11,0.0210847,5,
55,83,3.158693,446164,-1052156,1,1142845,-67.02075,-2.65E-11,0.0210736,4,
56,86,2.504006,541061.7,-1253438,1,1365231,-66.65198,1.04E-10,0.0210762,4,
57,89,1.998082,653066.3,-1478879,1,1616657,-66.17396,-5.81E-12,0.0211102,4,
58,92,1.584686,793434.9,-1751778,1,1923088,-65.63274,3.83E-11,0.0211307,4,
59,96,1.266892,951268,-2051020,1,2260883,-65.118,-2.11E-11,0.0210853,4,
60,100,0.999041,1153043,-2422235,1,2682673,-64.54441,6.87E-11,0.0211064,4,
0,3,1000078,2344.968,-2625.158,1,3519.99,-4.82E+01,2.61E-06,0.0213882,8,A1-E2
1,4,794390.6,2586.347,-2921.2,1,3901.615,-4.85E+01,1.44E-06,0.021094,8,
2,6,630984.4,2892.372,-3312.853,1,4397.819,-4.89E+01,1.65E-06,0.0210455,8,
3,7,501234.4,3192.792,-3781.229,1,4948.9,-4.98E+01,5.39E-07,0.0210999,8,
4,8,398109.4,3590.498,-4372.54,1,5657.807,-5.06E+01,1.58E-06,0.020932,8,
5,10,316265.6,4124.602,-5116.206,1,6571.75,-5.11E+01,-9.19E-07,0.0214285,8,
6,11,251203.1,4828.434,-5958.2,1,7669.024,-5.10E+01,3.65E-07,0.0210558,8,
7,13,199546.9,5753.399,-6784.927,1,8895.889,-4.97E+01,-3.76E-06,0.0220273,8,
8,15,158578.1,7048.646,-7776.99,1,10495.95,-4.78E+01,1.77E-06,0.0208514,8,
9,17,125953.1,8619.858,-8506.229,1,12110.24,-4.46E+01,1.39E-07,0.0208672,7,
10,18,100078.1,10309.66,-9016.014,1,13695.9,-4.12E+01,-3.80E-08,0.0211906,7,
11,20,79453.13,12208.96,-9275.222,1,15332.59,-3.72E+01,7.04E-08,0.0210313,7,
12,21,63140.62,14062.78,-9164.199,1,16785.24,-3.31E+01,4.42E-08,0.0210251,7,
13,22,50203.12,15805.86,-8815.714,1,18098.13,-2.92E+01,1.19E-07,0.0209815,7,
14,24,39890.62,17327.97,-8269.43,1,19200.05,-2.55E+01,7.63E-08,0.0209982,7,
15,25,31640.63,18663.84,-7637.864,1,20166.21,-2.23E+01,7.25E-08,0.0210257,7,
16,26,25171.88,19689.97,-7000.528,1,20897.43,-1.96E+01,-2.51E-08,0.0211539,7,
17,28,20015.62,20543.72,-6407.37,1,21519.73,-1.73E+01,1.14E-07,0.0209905,7,
18,29,15890.62,21226.27,-5999.82,1,22057.94,-1.58E+01,-9.19E-09,0.021185,7,
19,30,12609.37,21873.71,-5401.804,1,22530.83,-1.39E+01,1.51E-08,0.020818,6,
20,32,10078.13,22436.52,-5210.064,1,23033.5,-1.31E+01,-6.54E-09,0.0211832,6,
21,33,8015.625,22797.07,-5109.371,1,23362.63,-1.26E+01,-7.31E-09,0.0211553,6,
22,34,6328.125,23221.23,-5179.092,1,23791.78,-1.26E+01,-1.75E-09,0.0209922,6,
23,36,5015.625,23577.96,-5401.821,1,24188.84,-1.29E+01,-8.94E-09,0.0211604,6,
24,37,3984.375,23892.05,-5800.107,1,24586,-1.36E+01,-4.14E-09,0.021097,6,
25,38,3170.956,24264.87,-6408.98,1,25096.99,-1.48E+01,1.32E-08,0.0209158,6,
26,40,2527.573,24634.97,-7216.21,1,25670.13,-1.63E+01,2.18E-09,0.020997,6,
27,41,1976.103,25082.06,-8402.029,1,26451.91,-1.85E+01,3.36E-09,0.0211234,6,
28,42,1577.524,25572.58,-9807.22,1,27388.66,-2.10E+01,4.95E-09,0.0210834,6,
29,44,1265.625,26142.81,-11535.9,1,28574.88,-2.38E+01,1.33E-08,0.0209166,6,
30,45,998.264,26892.86,-13833.49,1,30242.21,-2.72E+01,1.48E-08,0.0208063,6,
31,46,796.875,27721.43,-16504.02,1,32262.37,-3.08E+01,1.50E-08,0.0208037,6,
32,48,627.7902,28969.94,-19961.18,1,35181.05,-3.46E+01,-7.20E-09,0.0211457,6,
33,49,505.5147,30451.96,-23700.76,1,38588.18,-3.79E+01,3.59E-09,0.0211021,6,
34,50,397.9953,32337.69,-28613.13,1,43179.12,-4.15E+01,8.74E-10,0.0210877,6,
35,52,315.5048,34786.51,-34270.6,1,48832.11,-4.46E+01,8.30E-10,0.0210839,6,
36,53,252.4038,37698.74,-40631.49,1,55426.64,-4.71E+01,4.27E-10,0.0210798,6,
37,54,198.6229,41528.77,-48524.9,1,63869.43,-4.94E+01,6.17E-10,0.0210852,6,
38,56,158.3615,45816.51,-57153.19,1,73250.52,-5.13E+01,9.13E-10,0.0210771,6,
39,57,125.558,50979.87,-67346.8,1,84466.2,-5.29E+01,5.97E-10,0.021083,6,
40,58,100.4464,56685.18,-78514.23,1,96838.5,-5.42E+01,3.31E-10,0.0210823,6,
41,60,79.00281,63696.49,-92366.36,1,112199.8,-5.54E+01,1.30E-10,0.021082,5,
42,61,63.3446,71020.95,-109592.3,1,130592.7,-5.71E+01,3.14E-10,0.0210866,5,
43,62,49.86702,79026.55,-127385.8,1,149907.7,-5.82E+01,-1.04E-11,0.0210812,5,
44,64,39.72458,90103.97,-151471.8,1,176245.3,-5.93E+01,9.11E-11,0.0210862,5,
45,65,31.6723,100543.2,-178227.9,1,204631.7,-6.06E+01,2.19E-10,0.02108,5,
46,67,24.93351,114621.6,-212372.1,1,241329.8,-6.16E+01,2.12E-10,0.0210829,5,
47,68,19.86229,129726.1,-251687.6,1,283152.8,-6.27E+01,1.92E-10,0.0210891,5,
48,69,15.83615,147694.4,-303279.4,1,337330.7,-6.40E+01,-3.99E-10,0.0210832,5,
49,71,12.40079,171242.4,-357570.2,1,396459.8,-6.44E+01,6.66E-10,0.0210837,5,
50,72,9.93114,195583.7,-429637.6,1,472060.9,-6.55E+01,1.05E-10,0.0210911,5,
51,74,7.944915,221583.1,-510803.5,1,556793.8,-6.65E+01,-1.91E-10,0.0210885,5,
52,75,6.317385,262898,-612721.9,1,666740.9,-6.68E+01,-7.56E-12,0.021094,5,
53,77,5.008013,311106.8,-735407.3,1,798505.7,-6.71E+01,5.04E-10,0.0210786,6,
54,80,3.945707,373644.3,-884406.2,1,960096,-6.71E+01,7.91E-11,0.0210847,5,
55,83,3.158693,446164,-1052156,1,1142845,-67.02075,-2.65E-11,0.0210736,4,
56,86,2.504006,541061.7,-1253438,1,1365231,-66.65198,1.04E-10,0.0210762,4,
57,89,1.998082,653066.3,-1478879,1,1616657,-66.17396,-5.81E-12,0.0211102,4,
58,92,1.584686,793434.9,-1751778,1,1923088,-65.63274,3.83E-11,0.0211307,4,
59,96,1.266892,951268,-2051020,1,2260883,-65.118,-2.11E-11,0.0210853,4,
60,100,0.999041,1153043,-2422235,1,2682673,-64.54441,6.87E-11,0.0211064,4,
0,1,1000078,2242.156,-2715.012,1,3521.159,-50.44886,2.36E-06,0.0046415,8,A1-E3
1,3,794390.6,2476.362,-3023.385,1,3908.097,-50.68015,-4.30E-08,0.0037041,8,
2,4,630984.4,2677.121,-3394.22,1,4322.928,-51.73611,1.91E-06,0.0032182,8,
3,6,501234.4,2886.858,-3925.925,1,4873.072,-53.67176,-1.03E-06,0.0037994,8,
4,7,398109.4,3104.223,-4598.75,1,5548.396,-55.98008,-3.58E-06,0.0043437,8,
5,9,316265.6,3355.931,-5473.968,1,6420.794,-58.48875,-6.62E-07,0.0037718,8,
6,10,251203.1,3736.044,-6639.714,1,7618.65,-60.63435,1.21E-06,0.003174,8,
7,12,199546.9,4137.365,-7976.196,1,8985.404,-62.5836,1.42E-06,0.00318,8,
8,13,158578.1,4843.81,-9652.23,1,10799.45,-63.35098,-3.01E-07,0.0035053,8,
9,15,125953.1,5849.311,-11678.96,1,13061.87,-63.39638,-6.39E-07,0.0052223,7,
10,16,100078.1,7122.497,-14006.99,1,15713.87,-63.04686,3.93E-08,0.0033036,7,
11,17,79453.13,8858.854,-16733.86,1,18934.13,-62.10339,3.93E-08,0.003296,7,
12,19,63140.62,11221.68,-19662.03,1,22638.94,-60.28536,-8.56E-10,0.0033598,7,
13,20,50203.12,14231.97,-22810.81,1,26886.46,-58.03941,-7.32E-09,0.0035163,7,
14,21,39890.62,17994.78,-25818.29,1,31470.56,-55.12436,-2.12E-08,0.0034039,7,
15,23,31640.63,22511.96,-28834.24,1,36581.44,-52.01953,-1.02E-08,0.0034488,7,
16,24,25171.88,27728.38,-31317.94,1,41829.14,-48.47886,6.76E-08,0.0032961,7,
17,25,20015.62,33303.01,-33497.95,1,47235.61,-45.1672,-3.56E-09,0.0034402,7,
18,27,15890.62,39258.47,-35150.52,1,52695.22,-41.84003,1.15E-07,0.0032399,7,
19,28,12609.37,45704.32,-35838.83,1,58080.17,-38.1016,1.38E-08,0.0031766,6,
20,29,10078.13,51742.27,-36541,1,63344.36,-35.23019,4.17E-09,0.0033651,6,
21,31,8015.625,57696.81,-36767.01,1,68415.9,-32.50712,-5.95E-10,0.0034383,6,
22,32,6328.125,63804.18,-36867.78,1,73689.93,-30.02048,4.29E-09,0.0031729,6,
23,33,5015.625,69481.55,-36575.54,1,78520.42,-27.76261,-6.66E-09,0.0034383,6,
24,35,3984.375,74783.66,-36246.49,1,83104.78,-25.85876,1.38E-08,0.0031652,6,
25,36,3170.956,79816.75,-35937.37,1,87534.04,-24.23958,7.14E-09,0.0033382,6,
26,37,2527.573,84429.01,-35801.03,1,91705.9,-22.97875,1.54E-08,0.0030719,6,
27,39,1976.103,89300.45,-35836.5,1,96222.8,-21.86572,3.70E-09,0.0033874,6,
28,40,1577.524,93381.3,-36497.59,1,100260.4,-21.34778,-9.22E-09,0.0034218,6,
29,42,1265.625,97796.2,-36309.36,1,104319.1,-20.36874,4.03E-10,0.0033368,5,
30,43,998.264,101890.2,-38187.14,1,108811.1,-20.54536,2.87E-10,0.0034305,5,
31,44,796.875,105924.3,-40709.46,1,113477.8,-21.02306,-5.35E-10,0.003347,5,
32,46,627.7902,110111,-44001.89,1,118577.4,-21.78234,-1.19E-09,0.0034405,5,
33,47,505.5147,114364.4,-48193.92,1,124104.3,-22.85088,-4.41E-10,0.0032822,5,
34,48,397.9953,119107.7,-53623.21,1,130621.9,-24.23765,-2.95E-11,0.0033522,5,
35,50,315.5048,124057.8,-60285.36,1,137930,-25.91723,4.90E-11,0.0033495,5,
36,51,252.4038,129171,-67973.39,1,145964.2,-27.75459,3.80E-10,0.0033496,5,
37,52,198.6229,135483.1,-78149.37,1,156406.5,-29.9772,1.70E-10,0.0033509,5,
38,54,158.3615,142263.5,-89680.43,1,168171,-32.22661,3.38E-10,0.0033464,5,
39,55,125.558,150208.1,-103645.2,1,182496,-34.6061,1.50E-10,0.0033524,5,
40,56,100.4464,158547.6,-120355.4,1,199054.7,-37.20257,-4.21E-11,0.0033487,5,
41,58,79.00281,168442.4,-140678,1,219461.1,-39.86761,1.52E-10,0.003352,5,
42,59,63.3446,186506.3,-166529,1,250033,-41.76125,-4.12E-11,0.0033443,5,
43,60,49.86702,192359.8,-192002,1,271784.9,-44.94667,4.47E-13,0.0033463,5,
44,62,39.72458,211368.3,-226492.4,1,309798.9,-46.97825,1.68E-10,0.0033522,5,
45,63,31.6723,230196.7,-267595.4,1,352984.2,-49.29652,1.86E-10,0.0033505,5,
46,65,24.93351,254668.9,-317309.2,1,406867.7,-51.24986,2.23E-10,0.0033443,5,
47,66,19.86229,283460.7,-374523.7,1,469699.8,-52.87951,3.50E-10,0.0033466,5,
48,67,15.83615,312650.6,-448813.3,1,546977,-55.13831,-2.89E-10,0.0033454,5,
49,69,12.40079,369085.2,-529114.7,1,645125,-55.10221,4.16E-10,0.0033446,5,
50,70,9.93114,416239.8,-610785.8,1,739131.2,-55.72626,1.56E-10,0.0033403,5,
51,72,7.944915,476265.6,-713807.8,1,858108.7,-56.28806,2.83E-11,0.0033434,5,
52,73,6.317385,551838.1,-830388.3,1,997031,-56.39381,2.16E-11,0.003361,5,
53,75,5.008013,644987.8,-965484,1,1161106,-56.25524,1.15E-10,0.0033496,4,
54,78,3.945707,753553.3,-1126105,1,1354974,-56.21083,1.40E-11,0.003339,4,
55,80,3.158693,875881.6,-1294896,1,1563306,-55.92516,1.01E-10,0.003342,4,
56,84,2.504006,1018536,-1493183,1,1807487,-55.70116,5.89E-11,0.003352,4,
57,86,1.998082,1177389,-1711550,1,2077414,-55.47559,1.44E-10,0.0033554,4,
58,90,1.584686,1370367,-1959559,1,2391187,-55.03397,7.82E-11,0.003309,4,
59,93,1.266892,1578953,-2240718,1,2741151,-54.82903,1.09E-10,0.0033635,4,
60,97,0.999041,1833692,-2578154,1,3163748,-54.57796,-1.22E-12,0.003327,4,
0,2,1000078,2222.419,-2747.552,1,3533.863,-51.03156,-4.43E-06,0.0292445,8,A1-E4
1,4,794390.6,2481.104,-3049.824,1,3931.578,-50.87083,-2.31E-06,0.0293656,8,
2,5,630984.4,2709.036,-3421.012,1,4363.737,-51.62495,8.95E-07,0.0282222,8,
3,7,501234.4,2930.115,-3930.298,1,4902.327,-53.29474,-4.18E-07,0.0285037,8,
4,8,398109.4,3189.129,-4596.733,1,5594.685,-55.2478,4.02E-07,0.0282283,8,
5,10,316265.6,3480.473,-5436.548,1,6455.211,-57.37266,-3.94E-07,0.0280354,8,
6,11,251203.1,3815.505,-6496.108,1,7533.757,-59.57205,-2.55E-06,0.0286367,8,
7,13,199546.9,4268.583,-7866.627,1,8950.119,-61.51489,3.97E-06,0.0272412,8,
8,15,158578.1,4964.86,-9421.205,1,10649.36,-62.21132,9.28E-07,0.0279702,8,
9,17,125953.1,6090.477,-11345.47,1,12876.86,-61.77219,-1.24E-06,0.0308366,7,
10,18,100078.1,7430.898,-13582.22,1,15482.08,-61.31672,8.49E-08,0.0279147,7,
11,19,79453.13,9223.517,-16060.52,1,18520.63,-60.13136,-6.81E-08,0.0282036,7,
12,21,63140.62,11571.43,-18792.5,1,22069.35,-58.37744,8.27E-08,0.0279112,7,
13,22,50203.12,14556.92,-21560.03,1,26014.21,-55.97352,1.37E-08,0.0279958,7,
14,23,39890.62,18268.04,-24359.56,1,30448.47,-53.13255,-6.49E-08,0.0281576,7,
15,25,31640.63,22566.82,-26715.6,1,34971.2,-49.81203,-5.09E-08,0.0281052,7,
16,26,25171.88,27405.75,-28742.91,1,39714.36,-46.36422,8.81E-08,0.0279026,7,
17,27,20015.62,32550.07,-30348.6,1,44503.31,-42.99545,-3.03E-08,0.0280661,7,
18,29,15890.62,37912.44,-31551.99,1,49324.24,-39.76834,-7.84E-08,0.0281831,7,
19,31,12609.37,43880.58,-31783.08,1,54181.82,-35.91613,-8.85E-09,0.0281576,6,
20,32,10078.13,48994.66,-32426.35,1,58753.25,-33.49797,2.25E-09,0.028114,6,
21,33,8015.625,54677.23,-32790.26,1,63755.79,-30.95137,3.75E-09,0.0278312,6,
22,35,6328.125,59607.85,-32053.51,1,67679.56,-28.26868,1.43E-08,0.0279263,6,
23,36,5015.625,64360.6,-31577.38,1,71689.73,-26.13406,-6.84E-09,0.0280967,6,
24,37,3984.375,69099.97,-31174.24,1,75806.59,-24.28237,2.36E-09,0.0281067,6,
25,39,3170.956,73417.04,-30731.57,1,79589.52,-22.71365,-8.25E-09,0.0282357,6,
26,40,2527.573,77400.24,-30441.35,1,83171.35,-21.46961,1.66E-08,0.0277308,6,
27,41,1976.103,81748,-30449.08,1,87234.64,-20.4291,3.78E-09,0.0278262,6,
28,43,1577.524,85136.63,-30541.98,1,90449.2,-19.73498,1.61E-08,0.0277207,6,
29,44,1265.625,89074.79,-31310.82,1,94417.61,-19.36716,-4.06E-09,0.0280151,6,
30,46,998.264,93044.47,-31351.52,1,98184.5,-18.62135,-5.18E-10,0.02796,5,
31,47,796.875,96300.9,-33105.18,1,101832.3,-18.97133,1.78E-10,0.0280273,5,
32,48,627.7902,99589.1,-35605.02,1,105762.5,-19.67295,4.12E-10,0.0281213,5,
33,50,505.5147,102648,-38486.53,1,109625.9,-20.55287,1.94E-09,0.0277333,5,
34,51,397.9953,106415.2,-42863.87,1,114723.6,-21.93949,-1.93E-10,0.0280361,5,
35,52,315.5048,110349.4,-48233.27,1,120430.2,-23.60994,-3.87E-10,0.0280326,5,
36,54,252.4038,114107.3,-54479.55,1,126445.6,-25.52175,2.99E-10,0.0280371,5,
37,55,198.6229,117531.4,-62870.29,1,133290.3,-28.14337,-1.29E-10,0.0280303,5,
38,56,158.3615,122112.9,-73011.66,1,142275.3,-30.87534,-2.52E-10,0.0280264,5,
39,58,125.558,126916.2,-85685.52,1,153133,-34.02464,-1.62E-10,0.0280307,5,
40,59,100.4464,132187.5,-100787.8,1,166228,-37.32411,-1.58E-11,0.0280268,5,
41,61,79.00281,140351.4,-121675.9,1,185751.3,-40.92325,-2.18E-10,0.0280311,5,
42,62,63.3446,154895.7,-140575.6,1,209175,-42.22533,1.11E-10,0.0280318,5,
43,64,49.86702,157544.5,-173807.7,1,234583.5,-47.80989,-3.76E-11,0.0280304,5,
44,65,39.72458,168828,-206218.5,1,266512.6,-50.69333,9.49E-11,0.0280343,5,
45,67,31.6723,187780.7,-247580.9,1,310737.7,-52.82105,4.92E-11,0.0280313,5,
46,68,24.93351,208755,-296671.6,1,362757.1,-54.8676,1.81E-10,0.0280292,5,
47,70,19.86229,235176.6,-349353.7,1,421136.6,-56.0525,4.96E-11,0.0280366,5,
48,71,15.83615,281196.4,-415690.8,1,501866.7,-55.92339,1.18E-09,0.0280296,5,
49,72,12.40079,309658.9,-483879.5,1,574480.6,-57.38277,-7.52E-10,0.0280354,5,
50,74,9.93114,351623.9,-585037.8,1,682575,-58.99297,4.01E-11,0.0280276,5,
51,75,7.944915,395391.8,-679098.6,1,785817.8,-59.79074,1.07E-10,0.0280263,6,
52,77,6.317385,472463.3,-802072.4,1,930882.3,-59.49965,4.85E-10,0.0280406,6,
53,79,5.008013,551022.9,-940913.1,1,1090387,-59.64566,1.05E-10,0.0280379,5,
54,82,3.945707,649444.9,-1106776,1,1283250,-59.59602,-3.39E-11,0.0280241,4,
55,85,3.158693,757135.6,-1286217,1,1492518,-59.51668,5.55E-11,0.0280297,4,
56,88,2.504006,887648.4,-1500702,1,1743567,-59.39616,6.53E-12,0.0280389,4,
57,91,1.998082,1036353,-1739854,1,2025122,-59.21963,1.05E-10,0.0280084,4,
58,94,1.584686,1216336,-2024049,1,2361408,-58.99657,5.48E-12,0.0279749,4,
59,98,1.266892,1409924,-2339207,1,2731259,-58.92112,6.83E-11,0.0280352,4,
60,102,0.999041,1660414,-2727596,1,3193236,-58.6692,-2.60E-11,0.028008,4,
0,2,1000078,2138.989,-3116.983,1,3780.324,-55.54065,1.27E-06,0.0178294,8,A1-E5
1,4,794390.6,2390.428,-3552.303,1,4281.706,-56.06247,3.43E-06,0.016634,8,
2,5,630984.4,2682.949,-4037.583,1,4847.71,-56.39621,-2.43E-06,0.0173484,8,
3,6,501234.4,2950.945,-4720.484,1,5566.96,-57.98901,6.66E-07,0.0169927,8,
4,8,398109.4,3278.645,-5569.229,1,6462.649,-59.51438,2.28E-07,0.0168612,8,
5,9,316265.6,3712.377,-6562.722,1,7539.965,-60.50418,-1.27E-06,0.0171235,8,
6,11,251203.1,4222.614,-7938.046,1,8991.276,-61.98942,-5.19E-07,0.0171909,8,
7,14,199546.9,4950.459,-9549.24,1,10756.16,-62.59715,-1.23E-08,0.0169486,8,
8,16,158578.1,5882.445,-11488.3,1,12906.75,-62.88583,1.02E-06,0.016758,8,
9,17,125953.1,7448.549,-13588.39,1,15495.98,-61.27042,-7.77E-08,0.0168741,7,
10,18,100078.1,9309.487,-15979.36,1,18493.42,-59.77516,-2.23E-08,0.0169631,7,
11,20,79453.13,11747.42,-18592.83,1,21993.07,-57.71426,-2.61E-08,0.0168891,7,
12,21,63140.62,14838.33,-21156.29,1,25841.14,-54.95543,-2.37E-08,0.0168833,7,
13,22,50203.12,18543.41,-23649.58,1,30052.63,-51.90034,9.29E-08,0.0167606,7,
14,24,39890.62,22812.05,-25818.76,1,34452.84,-48.53793,4.89E-09,0.0168995,7,
15,25,31640.63,27631.58,-27393.19,1,38908.75,-44.75177,3.52E-08,0.0167708,7,
16,26,25171.88,32619.74,-28725.9,1,43465.21,-41.36809,9.38E-08,0.0167501,7,
17,28,20015.62,37687.82,-29310.44,1,47743.84,-37.8728,-2.69E-08,0.0169265,7,
18,29,15890.62,43031.07,-29510.13,1,52177.77,-34.4418,-4.57E-08,0.016949,7,
19,30,12609.37,48065.29,-29084.32,1,56179.8,-31.17815,4.02E-09,0.016875,6,
20,32,10078.13,52599.78,-28630.24,1,59886.79,-28.5596,-3.17E-09,0.0169412,6,
21,33,8015.625,56913.66,-27834.02,1,63355.33,-26.06127,4.51E-10,0.016887,6,
22,34,6328.125,61305.18,-27309.57,1,67112.88,-24.0115,2.04E-10,0.0167924,6,
23,36,5015.625,65405.71,-26786.48,1,70678.3,-22.27123,-3.13E-09,0.016817,6,
24,37,3984.375,68388.06,-25829.58,1,73103.31,-20.69112,-3.35E-09,0.0169353,6,
25,38,3170.956,72382.14,-26019.83,1,76916.88,-19.77242,2.83E-09,0.0168688,6,
26,40,2527.573,75045.86,-25791.56,1,79354.18,-18.96669,6.53E-09,0.0166647,6,
27,41,1976.103,78132.06,-26010.21,1,82347.74,-18.41263,-5.89E-09,0.0169098,6,
28,42,1577.524,81736.98,-27447.34,1,86222.34,-18.56209,2.48E-09,0.0168451,6,
29,44,1265.625,84109.58,-28426.03,1,88783.22,-18.67342,9.90E-09,0.0167457,6,
30,45,998.264,86690.53,-30201.84,1,91800.87,-19.20766,-3.38E-09,0.0169348,6,
31,46,796.875,89361.57,-31998.73,1,94917.91,-19.70151,3.25E-10,0.0166807,5,
32,48,627.7902,91775.75,-35577.29,1,98430.3,-21.18905,1.94E-10,0.0168383,5,
33,49,505.5147,94842.7,-40033.75,1,102945.8,-22.88494,4.67E-10,0.0166688,5,
34,50,397.9953,98401,-45748.11,1,108515.6,-24.93443,2.61E-10,0.0168364,5,
35,52,315.5048,100464.7,-52666.79,1,113432.5,-27.66496,-1.18E-10,0.016828,5,
36,53,252.4038,104804.5,-61294.23,1,121412.4,-30.32095,3.16E-10,0.0168301,5,
37,54,198.6229,109043.4,-72717.81,1,131066.2,-33.69815,8.30E-11,0.0168279,5,
38,56,158.3615,114587.8,-85699.57,1,143090.1,-36.79261,-1.41E-10,0.016824,5,
