Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E1
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
60,103,0.999041,1720915,-2699263,1,3201183,-57.48046,-1.87E-11,0.0382432,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E24
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,2088.955,-2340.372,1,3137.048,-48.24873,-1.87E-06,0.0234959,8,,
1,4,794390.6,2280.671,-2583.66,1,3446.268,-48.56423,6.72E-07,0.0235616,8,,
2,5,630984.4,2406.333,-2903.526,1,3771.061,-50.34933,-1.55E-07,0.0233926,8,,
3,6,501234.4,2591.022,-3304.372,1,4199.079,-51.89932,-6.06E-09,0.0233059,8,,
4,8,398109.4,2751.286,-3841.835,1,4725.386,-54.39209,6.22E-09,0.0232452,8,,
5,10,316265.6,3006.756,-4570.121,1,5470.52,-56.65844,2.52E-06,0.0226627,8,,
6,11,251203.1,3249.822,-5492.998,1,6382.349,-59.39017,7.95E-07,0.0229966,8,,
7,13,199546.9,3585.093,-6662.047,1,7565.432,-61.71367,1.97E-09,0.0232001,8,,
8,15,158578.1,4153.192,-8088.2,1,9092.193,-62.82006,-7.47E-08,0.0232142,8,,
9,16,125953.1,4960.953,-9758.23,1,10946.88,-63.05184,-7.02E-07,0.0245931,7,,
10,17,100078.1,5980.128,-11804.8,1,13233.11,-63.13393,-2.33E-08,0.0232168,7,,
11,19,79453.13,7405.342,-14162.25,1,15981.5,-62.39525,8.23E-09,0.0230797,7,,
12,20,63140.62,9305.148,-16776.67,1,19184.44,-60.98515,-4.57E-08,0.0232364,7,,
13,21,50203.12,11865.33,-19565.06,1,22881.81,-58.76507,-4.74E-08,0.0231941,7,,
14,23,39890.62,15104.77,-22320.43,1,26950.98,-55.91285,4.56E-08,0.0230858,7,,
15,24,31640.63,19077.67,-25089.41,1,31518.82,-52.75109,8.44E-08,0.0229986,7,,
16,26,25171.88,23628.04,-27448.06,1,36217.12,-49.27723,3.92E-09,0.0231645,7,,
17,27,20015.62,28685.94,-29171.75,1,40913,-45.48108,-3.47E-10,0.0230682,7,,
18,28,15890.62,33888.12,-30756.96,1,45764.56,-42.22697,4.37E-09,0.0231618,7,,
19,30,12609.37,40139.36,-31021.17,1,50729.49,-37.69817,4.98E-09,0.0231426,6,,
20,31,10078.13,45353.88,-31242.33,1,55073.2,-34.56128,3.94E-09,0.0231281,6,,
21,33,8015.625,50586.39,-31043.96,1,59352.43,-31.53669,-2.71E-09,0.022998,6,,
22,34,6328.125,55552.17,-31090.09,1,63660.33,-29.23381,1.53E-08,0.0232286,7,,
23,36,5015.625,60281.03,-29921.79,1,67298.71,-26.39849,-1.17E-08,0.0231766,6,,
24,37,3984.375,64400.63,-29276.91,1,70743.04,-24.44683,-3.99E-09,0.0229988,6,,
25,39,3170.956,68266.74,-28833.57,1,74106.16,-22.89756,4.20E-09,0.0231288,6,,
26,40,2527.573,71687.19,-28629.86,1,77192.76,-21.77039,3.67E-09,0.0231222,6,,
27,42,1976.103,75334.52,-28709.11,1,80619.5,-20.86126,1.13E-08,0.0230322,6,,
28,43,1577.524,78507.47,-29280.46,1,83790.02,-20.45371,1.67E-08,0.0228618,6,,
29,44,1265.625,81339.71,-30268.84,1,86789.12,-20.41168,-3.39E-09,0.0230007,6,,
30,46,998.264,85038.17,-32197.94,1,90929.63,-20.73813,-3.66E-09,0.0232354,6,,
31,47,796.875,88301.38,-33347.57,1,94388.52,-20.68936,-7.97E-10,0.0230734,5,,
32,48,627.7902,91674.79,-36729.81,1,98759,-21.83367,-7.85E-10,0.0231981,5,,
33,50,505.5147,94865.57,-40399.47,1,103109.6,-23.06722,-4.63E-10,0.0230717,5,,
34,51,397.9953,98456.7,-45606.72,1,108506.7,-24.85433,-3.58E-10,0.0230941,5,,
35,52,315.5048,102565.1,-51860.08,1,114930.7,-26.82257,5.43E-10,0.0230919,5,,
36,54,252.4038,106682,-59101.5,1,121959.2,-28.98631,3.45E-10,0.0230861,5,,
37,55,198.6229,111567.9,-68688.67,1,131017.3,-31.61923,1.90E-10,0.0230927,5,,
38,56,158.3615,117055.5,-79609.28,1,141561.4,-34.21956,-2.17E-11,0.0230891,5,,
39,58,125.558,123574.8,-93232.48,1,154800,-37.03315,1.87E-10,0.0230846,5,,
40,59,100.4464,130316.3,-109492.1,1,170208.2,-40.03707,-6.18E-10,0.0230861,5,,
41,61,79.00281,139726.9,-128422.5,1,189778.7,-42.58599,1.21E-11,0.0230859,5,,
42,62,63.3446,153091.9,-158585.2,1,220423.2,-46.00972,-1.70E-10,0.0230831,5,,
43,64,49.86702,159846.3,-181676.1,1,241985.6,-48.65732,1.20E-10,0.0230827,5,,
44,65,39.72458,174044.2,-212745.4,1,274867.3,-50.71386,-5.22E-11,0.0230872,5,,
45,67,31.6723,193015,-254235.5,1,319202.9,-52.79432,4.42E-10,0.0230906,5,,
46,68,24.93351,212454.7,-304751.6,1,371497.7,-55.11808,6.65E-11,0.0230855,5,,
47,69,19.86229,237868,-362788.8,1,433816.6,-56.74854,-1.29E-10,0.0230837,5,,
48,71,15.83615,265374.4,-415445.3,1,492969,-57.43074,-8.02E-10,0.0230838,5,,
49,72,12.40079,312421.1,-500027,1,589604.9,-58.00251,9.88E-10,0.0230815,5,,
50,74,9.93114,354099.3,-607659.4,1,703303.8,-59.76951,6.75E-10,0.0230828,6,,
51,75,7.944915,422466.4,-710355.3,1,826488,-59.25897,2.87E-10,0.0230777,6,,
52,77,6.317385,479071,-839147.3,1,966270,-60.27786,5.14E-10,0.0230845,6,,
53,79,5.008013,565358.3,-984888,1,1135620,-60.14274,4.37E-11,0.0230838,4,,
54,82,3.945707,671851.3,-1161177,1,1341535,-59.94653,5.99E-11,0.023086,4,,
55,85,3.158693,787607.6,-1346189,1,1559663,-59.6696,7.31E-11,0.0231115,4,,
56,88,2.504006,932249.1,-1569834,1,1825779,-59.29596,-4.42E-11,0.0230926,4,,
57,90,1.998082,1093242,-1808685,1,2113415,-58.84954,4.36E-11,0.0230503,4,,
58,94,1.584686,1282442,-2099114,1,2459865,-58.57739,4.16E-12,0.0230577,4,,
59,97,1.266892,1492998,-2408327,1,2833563,-58.20392,6.43E-11,0.0230539,4,,
60,101,0.999041,1747358,-2800049,1,3300535,-58.03396,-1.31E-11,0.0230892,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E25
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1856.103,-2734.626,1,3305.041,-55.83366,-1.70E-06,-0.0271572,8,,
1,4,794390.6,2130.954,-3035.763,1,3709.019,-54.93306,-4.11E-06,-0.0268028,8,,
2,5,630984.4,2346.853,-3468.172,1,4187.593,-55.91446,-3.62E-06,-0.0269504,8,,
3,7,501234.4,2579.349,-3998.48,1,4758.244,-57.17465,2.61E-07,-0.0276993,8,,
4,8,398109.4,2808.496,-4697.231,1,5472.809,-59.12461,2.26E-06,-0.0285236,8,,
5,10,316265.6,3132.511,-5494.945,1,6325.112,-60.31377,-5.12E-06,-0.0269795,8,,
6,11,251203.1,3413.012,-6660.01,1,7483.607,-62.86652,-2.30E-07,-0.0278139,8,,
7,13,199546.9,3823.358,-8054.71,1,8916.077,-64.60754,-3.55E-06,-0.0273574,8,,
8,15,158578.1,4476.259,-9712.73,1,10694.58,-65.25668,-1.92E-06,-0.0278994,8,,
9,17,125953.1,5464.001,-11814.69,1,13017,-65.18063,-5.48E-07,-0.0269946,7,,
10,18,100078.1,6597.789,-14272.08,1,15723.33,-65.18954,-7.75E-09,-0.0281952,7,,
11,19,79453.13,8257.927,-17152.26,1,19036.64,-64.2916,-4.37E-08,-0.0281207,7,,
12,21,63140.62,10485.32,-20467.34,1,22996.82,-62.87416,-8.30E-09,-0.0280023,7,,
13,22,50203.12,13502.38,-23886.42,1,27438.57,-60.52164,-3.34E-08,-0.0281371,7,,
14,23,39890.62,17447.72,-27566.65,1,32624.27,-57.66912,8.44E-08,-0.0282912,7,,
15,25,31640.63,22200.39,-30969.71,1,38104.86,-54.36545,-3.36E-08,-0.0281446,7,,
16,26,25171.88,27821.71,-34166.01,1,44060.91,-50.84375,4.61E-08,-0.0281968,7,,
17,28,20015.62,34223.59,-36673.79,1,50161.95,-46.97934,-4.74E-08,-0.0281189,7,,
18,29,15890.62,40939.18,-38071.78,1,55905.96,-42.92158,8.43E-08,-0.0282885,7,,
19,31,12609.37,48658.15,-39124,1,62436.39,-38.80132,7.93E-09,-0.0284076,6,,
20,32,10078.13,55089.37,-39606.94,1,67849.45,-35.71454,7.62E-09,-0.0284106,6,,
21,34,8015.625,61998.89,-39293.87,1,73402.12,-32.36584,-3.81E-09,-0.0282962,6,,
22,35,6328.125,68497.26,-38637.95,1,78643.28,-29.42649,3.09E-09,-0.0283134,6,,
23,36,5015.625,74454.79,-37865.47,1,83530.29,-26.95652,-5.08E-09,-0.0281177,6,,
24,38,3984.375,79899.16,-36812.41,1,87971.75,-24.73722,-2.40E-09,-0.0282417,6,,
25,39,3170.956,84806.53,-36296.6,1,92247.45,-23.17059,2.73E-09,-0.028322,6,,
26,41,2527.573,89409.13,-35805.11,1,96312,-21.82431,5.11E-09,-0.0281565,6,,
27,42,1976.103,93909.43,-35498.21,1,100394.7,-20.70683,-5.27E-09,-0.0281194,6,,
28,43,1577.524,98062.5,-35873.42,1,104418.1,-20.09364,-5.14E-09,-0.0280928,6,,
29,45,1265.625,102385.1,-34992.93,1,108199.8,-18.86928,2.15E-09,-0.0284539,5,,
30,46,998.264,106222.9,-36872.5,1,112440.6,-19.1431,7.94E-10,-0.0282489,5,,
31,48,796.875,109871.7,-39245.14,1,116670.3,-19.65626,1.59E-10,-0.028302,5,,
32,49,627.7902,113972.7,-42599.02,1,121673.5,-20.494,7.71E-11,-0.0280827,5,,
33,50,505.5147,117798.7,-46640.42,1,126695.9,-21.60026,4.55E-10,-0.0283927,5,,
34,52,397.9953,121939.8,-51739.47,1,132462.4,-22.99168,-1.98E-11,-0.0281911,5,,
35,53,315.5048,126839.5,-58663.06,1,139748.4,-24.82047,7.17E-10,-0.0281878,5,,
36,54,252.4038,131707.8,-66563.04,1,147572.3,-26.81132,2.54E-10,-0.0281921,5,,
37,56,198.6229,137643.2,-76768.7,1,157604.2,-29.15002,3.70E-10,-0.0281908,5,,
38,57,158.3615,144218.2,-88739.04,1,169332.5,-31.60445,-5.03E-11,-0.0281972,5,,
39,58,125.558,152564.9,-103850.5,1,184556.1,-34.24301,1.90E-10,-0.0281963,5,,
40,60,100.4464,161633.6,-120449.1,1,201577.3,-36.69341,1.71E-10,-0.0281957,5,,
41,61,79.00281,174287.7,-141395.8,1,224430.3,-39.05167,4.33E-10,-0.0281962,5,,
42,63,63.3446,181417.4,-154318.2,1,238173,-40.38533,5.59E-10,-0.0281952,5,,
43,64,49.86702,202195.4,-192434.5,1,279130.8,-43.58311,1.83E-10,-0.0281975,5,,
44,66,39.72458,220393.1,-226681.1,1,316160.5,-45.80579,4.41E-10,-0.0282025,5,,
45,67,31.6723,239313.7,-264345.3,1,356580.2,-47.84523,1.64E-10,-0.0281981,5,,
46,69,24.93351,265881.8,-309401.4,1,407949,-49.32614,2.95E-10,-0.0282025,5,,
47,70,19.86229,293819.7,-362682,1,466763.6,-50.98802,5.77E-10,-0.0281913,5,,
48,71,15.83615,310025.6,-412412.6,1,515945.7,-53.06648,-6.28E-10,-0.0281976,5,,
49,73,12.40079,383484.2,-492040.5,1,623830.1,-52.06803,-4.51E-10,-0.0281914,5,,
50,74,9.93114,411286,-581508.1,1,712255.4,-54.7292,9.99E-10,-0.0281872,6,,
51,76,7.944915,465740.7,-679623.6,1,823894.8,-55.57747,1.11E-09,-0.028207,6,,
52,78,6.317385,530804.5,-787344.7,1,949560.4,-56.01332,7.44E-10,-0.0281826,6,,
53,80,5.008013,609263.4,-920944,1,1104237,-56.51281,2.43E-10,-0.0281901,4,,
54,83,3.945707,702062.1,-1082850,1,1290525,-57.04277,1.95E-10,-0.0281998,4,,
55,86,3.158693,807899.7,-1262088,1,1498522,-57.3755,2.47E-10,-0.0281968,4,,
56,89,2.504006,931856.4,-1475960,1,1745512,-57.73347,1.84E-10,-0.0281925,4,,
57,92,1.998082,1081092,-1707402,1,2020886,-57.65885,2.42E-10,-0.0282257,4,,
58,95,1.584686,1257258,-2000989,1,2363187,-57.85809,1.57E-10,-0.0282302,4,,
59,98,1.266892,1459047,-2303616,1,2726805,-57.65096,2.12E-10,-0.0282323,4,,
60,103,0.999041,1706600,-2685514,1,3181897,-57.56472,1.57E-10,-0.0281692,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E26
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1895.72,-2896.325,1,3461.568,-56.79421,-2.25E-06,0.028254,8,,
1,3,794390.6,2154.163,-3283.226,1,3926.829,-56.73065,1.94E-06,0.0279856,8,,
2,5,630984.4,2415.309,-3732.092,1,4445.473,-57.09015,-4.59E-07,0.0281049,8,,
3,6,501234.4,2665.142,-4313.759,1,5070.651,-58.29125,-3.42E-06,0.0287274,8,,
4,7,398109.4,2995.104,-5045.336,1,5867.373,-59.30501,6.72E-08,0.0280573,8,,
5,9,316265.6,3292.275,-6018.256,1,6859.918,-61.31922,1.91E-06,0.0274255,8,,
6,10,251203.1,3749.897,-7142.467,1,8067.004,-62.29989,-9.21E-07,0.0282502,8,,
7,12,199546.9,4200.976,-8656.158,1,9621.71,-64.11194,-4.58E-07,0.0281794,8,,
8,14,158578.1,4977.082,-10346.12,1,11481.01,-64.30976,1.58E-07,0.0277647,8,,
9,16,125953.1,6329.75,-12425.35,1,13944.72,-63.0047,-6.30E-07,0.0297548,7,,
10,17,100078.1,7731.386,-14813.26,1,16709.49,-62.4389,4.18E-08,0.0277273,7,,
11,19,79453.13,9709.91,-17476.6,1,19992.84,-60.94368,-4.71E-08,0.0278796,7,,
12,20,63140.62,12290.76,-20437.99,1,23848.99,-58.97863,8.49E-08,0.0276782,7,,
13,21,50203.12,15568.09,-23431.27,1,28131.65,-56.39932,5.07E-09,0.0278832,7,,
14,23,39890.62,19530.21,-26339.28,1,32790.04,-53.44358,-2.57E-08,0.0279221,7,,
15,24,31640.63,24289.23,-28926.45,1,37771.77,-49.98018,-2.87E-08,0.0279513,7,,
16,25,25171.88,29490.57,-31177.5,1,42915.38,-46.59274,1.62E-08,0.0279476,7,,
17,27,20015.62,35199.5,-32750.99,1,48079.44,-42.93631,8.39E-08,0.0277118,7,,
18,28,15890.62,41209.32,-33651.43,1,53203.64,-39.23499,-4.50E-08,0.0278677,7,,
19,30,12609.37,47567.98,-33865.19,1,58391.46,-35.4483,1.28E-08,0.0277241,6,,
20,31,10078.13,53094.7,-33918.79,1,63004.22,-32.57189,1.80E-08,0.027552,6,,
21,32,8015.625,58489.62,-33640.25,1,67473.71,-29.90532,-3.75E-09,0.0277108,6,,
22,34,6328.125,63779,-33145.61,1,71877.63,-27.46066,-4.02E-09,0.0277109,6,,
23,35,5015.625,68665.65,-32557.87,1,75993.33,-25.368,-5.89E-09,0.0278262,6,,
24,37,3984.375,73114.94,-32087.2,1,79845.99,-23.69473,-6.62E-09,0.0278219,6,,
25,38,3170.956,77379.98,-31951.8,1,83717.25,-22.43674,3.80E-09,0.0278322,6,,
26,40,2527.573,81280.94,-31839.86,1,87294.72,-21.39157,-1.04E-08,0.0278938,6,,
27,41,1976.103,84789.92,-32273.83,1,90724.48,-20.83847,-4.01E-09,0.0277088,6,,
28,42,1577.524,88666.38,-33316.3,1,94719.08,-20.59366,-6.76E-09,0.0279335,6,,
29,44,1265.625,92765.79,-33191.36,1,98524.9,-19.68708,-7.58E-10,0.0279409,5,,
30,45,998.264,96364.6,-35479.46,1,102688.5,-20.21266,7.52E-10,0.0276154,5,,
31,47,796.875,99772.5,-38400.57,1,106907.3,-21.05078,6.72E-12,0.027776,5,,
32,48,627.7902,103622.6,-42425.57,1,111971.3,-22.26535,-8.17E-10,0.0277376,5,,
33,49,505.5147,107035.3,-46819.86,1,116827.4,-23.62575,1.63E-09,0.027462,5,,
34,51,397.9953,111510.8,-53024.94,1,123476,-25.43173,4.73E-10,0.0278071,5,,
35,52,315.5048,115979.5,-60493.54,1,130807.9,-27.54602,6.00E-10,0.0278028,5,,
36,53,252.4038,120744.1,-69409.02,1,139272.2,-29.89219,3.91E-11,0.0277983,5,,
37,55,198.6229,126864.2,-80822.07,1,150421.8,-32.50022,-1.28E-10,0.0278017,5,,
38,56,158.3615,133429.4,-94089.53,1,163267.4,-35.19009,-2.48E-10,0.0277962,5,,
39,57,125.558,141545.4,-110358,1,179482.6,-37.94231,2.51E-10,0.0278009,5,,
40,59,100.4464,150621.9,-128921.7,1,198261.8,-40.5612,1.47E-10,0.0277986,5,,
41,60,79.00281,161866.2,-151492.9,1,221699.7,-43.104,3.20E-10,0.0278019,5,,
42,62,63.3446,167619.6,-187749.1,1,251686.4,-48.24199,-3.44E-10,0.0277962,5,,
43,63,49.86702,189135.1,-210450.5,1,282951.4,-48.05347,-4.37E-11,0.0278047,5,,
44,65,39.72458,210935.3,-247300.8,1,325040.6,-49.53746,-2.70E-11,0.0278052,5,,
45,66,31.6723,228137.4,-293811.5,1,371983.7,-52.17154,-1.97E-10,0.0277981,5,,
46,68,24.93351,256852.6,-345571.8,1,430573,-53.37774,1.13E-10,0.0277987,5,,
47,69,19.86229,287192,-407076.6,1,498187.3,-54.79708,1.62E-10,0.027804,5,,
48,70,15.83615,325577.3,-471732.4,1,573177.2,-55.38758,4.07E-10,0.0277957,5,,
49,72,12.40079,372517.4,-565487.8,1,677160,-56.62494,-1.13E-11,0.0278033,5,,
50,73,9.93114,429073.9,-670326.2,1,795890.5,-57.3768,7.24E-10,0.0277945,6,,
51,75,7.944915,480161.5,-772749.2,1,909778.2,-58.14451,3.82E-10,0.0277934,6,,
52,77,6.317385,564688.2,-912598.7,1,1073177,-58.25204,-1.92E-12,0.027812,5,,
53,79,5.008013,664731.8,-1070415,1,1260023,-58.15957,-2.65E-13,0.0277911,4,,
54,82,3.945707,781692.6,-1249089,1,1473522,-57.96126,4.71E-11,0.0277965,4,,
55,85,3.158693,905765.5,-1444558,1,1705039,-57.91149,6.34E-11,0.0278099,4,,
56,88,2.504006,1062459,-1679955,1,1987729,-57.68938,-9.10E-12,0.0277903,4,,
57,91,1.998082,1240859,-1937082,1,2300439,-57.35712,-6.57E-12,0.0277616,4,,
58,94,1.584686,1451055,-2230196,1,2660702,-56.95037,1.79E-11,0.0278287,4,,
59,97,1.266892,1687906,-2564378,1,3070027,-56.64658,8.46E-12,0.0277594,4,,
60,102,0.999041,1977588,-2957111,1,3557437,-56.22711,5.97E-11,0.0278433,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E27
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1906.798,-2743.197,1,3340.81,-55.19682,6.45E-06,-0.0026085,8,,
1,4,794390.6,2149.781,-3085.968,1,3760.952,-55.13773,2.89E-06,-0.0027506,8,,
2,5,630984.4,2382.162,-3505.599,1,4238.387,-55.80269,-7.25E-07,-0.0016553,8,,
3,7,501234.4,2632.847,-4042.453,1,4824.242,-56.92382,-1.04E-06,-0.0017129,8,,
4,8,398109.4,2920.987,-4724.781,1,5554.792,-58.27452,-9.19E-07,-0.0016997,8,,
5,9,316265.6,3195.465,-5605.042,1,6451.937,-60.3123,2.05E-06,-0.0026663,8,,
6,11,251203.1,3524.705,-6721.016,1,7589.177,-62.32612,2.03E-06,-0.0024985,8,,
7,13,199546.9,4067.413,-8169.012,1,9125.602,-63.53094,7.63E-07,-0.0022265,8,,
8,15,158578.1,4586.843,-9774.41,1,10797.13,-64.86071,5.00E-06,-0.0030426,8,,
9,17,125953.1,5875.052,-11825.99,1,13204.93,-63.5822,6.06E-07,-0.003897,7,,
10,18,100078.1,7075.03,-14187.1,1,15853.38,-63.49481,-6.10E-08,-0.002017,7,,
11,20,79453.13,8891.332,-16937.46,1,19129.38,-62.30273,-6.11E-08,-0.0020214,7,,
12,21,63140.62,11337.24,-19913.16,1,22914.34,-60.34568,8.14E-08,-0.0022917,7,,
13,22,50203.12,14476.4,-22987.3,1,27165.83,-57.79907,2.22E-08,-0.0022559,7,,
14,24,39890.62,18311.92,-26121.04,1,31900.4,-54.96798,9.35E-08,-0.0023514,7,,
15,25,31640.63,23089.29,-28922.45,1,37008.42,-51.39903,-3.47E-08,-0.0020153,7,,
16,27,25171.88,28413.46,-31205.61,1,42203.26,-47.68138,9.41E-08,-0.0023538,7,,
17,28,20015.62,34141.64,-32837.76,1,47370.56,-43.88477,4.71E-08,-0.0023144,7,,
18,30,15890.62,40644.44,-34358.88,1,53221.27,-40.20959,-7.75E-08,-0.0020412,7,,
19,31,12609.37,46607.36,-34211.98,1,57816.14,-36.28041,-9.09E-09,-0.0021256,6,,
20,33,10078.13,52123.92,-34571.32,1,62546.61,-33.55442,2.56E-09,-0.0023279,6,,
21,34,8015.625,57876.79,-34081.74,1,67166.13,-30.49243,-9.40E-09,-0.0021187,6,,
22,35,6328.125,63396.45,-33649.88,1,71773.42,-27.95869,-3.43E-09,-0.0023136,6,,
23,36,5015.625,68292.77,-33016.37,1,75855.02,-25.8016,2.14E-09,-0.0023298,6,,
24,38,3984.375,72987.27,-32484.38,1,79889.78,-23.99237,6.11E-09,-0.0022105,6,,
25,39,3170.956,77239.71,-32020.83,1,83614.03,-22.51715,-5.88E-09,-0.002037,6,,
26,40,2527.573,81278.98,-31875.87,1,87306.03,-21.41404,4.93E-09,-0.0021732,6,,
27,42,1976.103,85254.82,-32101.49,1,91098.24,-20.63315,-3.20E-09,-0.0022483,6,,
28,43,1577.524,88890.82,-32655.24,1,94699.22,-20.17149,5.20E-09,-0.0021633,6,,
29,45,1265.625,92799.08,-32301.97,1,98260.3,-19.19224,-6.69E-10,-0.0021005,5,,
30,46,998.264,96352,-34237.17,1,102254.1,-19.56186,4.83E-10,-0.0024058,5,,
31,47,796.875,99866.6,-36861.95,1,106452.6,-20.2597,-8.34E-10,-0.00215,5,,
32,49,627.7902,103662.5,-40246.84,1,111201.3,-21.21863,-4.88E-10,-0.002233,5,,
33,50,505.5147,107325,-44229.56,1,116081.5,-22.39698,4.60E-10,-0.0021825,5,,
34,51,397.9953,111545,-49562.94,1,122060.5,-23.95708,5.85E-10,-0.0022043,5,,
35,53,315.5048,116080.8,-55919.04,1,128847.5,-25.72129,7.28E-10,-0.0022056,5,,
36,54,252.4038,120721.3,-63417.83,1,136365.2,-27.71403,1.24E-10,-0.0022121,5,,
37,55,198.6229,126521.1,-73315.13,1,146228.2,-30.09099,3.98E-10,-0.0022037,5,,
38,57,158.3615,132807.4,-84611.69,1,157470.4,-32.50125,-1.23E-10,-0.0022107,5,,
39,58,125.558,140269.9,-98506.1,1,171403.3,-35.07887,1.59E-10,-0.0022138,5,,
40,60,100.4464,148545,-114716.4,1,187684.5,-37.67771,1.20E-10,-0.0022133,5,,
41,61,79.00281,158217.6,-135130,1,208069.5,-40.49987,2.15E-10,-0.0022132,5,,
42,63,63.3446,168942.8,-147140,1,224035.3,-41.05409,7.54E-11,-0.0022151,5,,
43,64,49.86702,187433.7,-184509.3,1,263011.6,-44.54951,1.94E-10,-0.0022205,5,,
44,66,39.72458,204211.9,-215073.3,1,296578.9,-46.48388,2.34E-10,-0.0022158,5,,
45,67,31.6723,225585.6,-252073.3,1,338274.8,-48.17399,1.69E-10,-0.0022168,5,,
46,69,24.93351,249604.3,-295967.5,1,387168.1,-49.85738,2.32E-10,-0.0022158,5,,
47,70,19.86229,275409.7,-346588.8,1,442689.8,-51.52831,4.65E-10,-0.0022124,5,,
48,71,15.83615,312809.3,-396346.8,1,504916.3,-51.7184,8.11E-10,-0.002215,5,,
49,73,12.40079,355638.5,-475817.3,1,594037.7,-53.22458,5.42E-10,-0.0022102,5,,
50,74,9.93114,386660.4,-555447.9,1,676778.2,-55.15731,5.61E-10,-0.0022222,6,,
51,76,7.944915,446673.5,-649195.4,1,788017.7,-55.47041,8.89E-10,-0.002219,6,,
52,78,6.317385,503179.8,-752601.8,1,905317.3,-56.23383,7.05E-10,-0.0022202,6,,
53,80,5.008013,578782.1,-878944.8,1,1052394,-56.63523,2.16E-10,-0.002222,5,,
54,83,3.945707,667415.3,-1039642,1,1235435,-57.3009,2.53E-10,-0.0022094,4,,
55,86,3.158693,769296.8,-1201518,1,1426696,-57.36975,1.23E-10,-0.0022056,4,,
56,89,2.504006,890522.4,-1401254,1,1660284,-57.56329,1.64E-10,-0.0022267,4,,
57,92,1.998082,1026904,-1626101,1,1923210,-57.72706,9.06E-11,-0.0022137,4,,
58,95,1.584686,1198658,-1887593,1,2236021,-57.58368,1.45E-10,-0.0021639,4,,
59,99,1.266892,1376225,-2190078,1,2586588,-57.85512,1.10E-10,-0.002228,4,,
60,103,0.999041,1621735,-2544739,1,3017569,-57.49108,1.56E-10,-0.0021694,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E28
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1918.82,-2507.074,1,3157.101,-52.57092,-2.42E-06,0.0051511,8,,
1,3,794390.6,2159.731,-2785.892,1,3525.001,-52.21577,9.09E-07,0.0047578,8,,
2,4,630984.4,2375.408,-3160.284,1,3953.474,-53.06987,-3.76E-07,0.004701,8,,
3,6,501234.4,2575.372,-3617.47,1,4440.567,-54.55193,2.26E-06,0.003985,8,,
4,7,398109.4,2806.833,-4220.007,1,5068.211,-56.37112,-3.61E-06,0.005255,8,,
5,9,316265.6,3031.787,-5015.463,1,5860.598,-58.84754,2.33E-07,0.0044111,8,,
6,10,251203.1,3302.475,-5996.547,1,6845.796,-61.15713,-7.21E-07,0.0047695,8,,
7,12,199546.9,3767.572,-7330.52,1,8242.033,-62.79879,1.95E-07,0.0043034,8,,
8,13,158578.1,4292.201,-8810.944,1,9800.8,-64.02724,7.65E-07,0.0042663,8,,
9,15,125953.1,5264.376,-10666.52,1,11894.88,-63.73172,2.61E-07,0.0036468,7,,
10,17,100078.1,6340.172,-12850.75,1,14329.67,-63.73966,8.62E-08,0.0043535,7,,
11,18,79453.13,7943.209,-15405.25,1,17332.53,-62.7236,8.26E-08,0.0042167,7,,
12,19,63140.62,10036.74,-18160.45,1,20749.41,-61.07188,-4.64E-08,0.0044116,7,,
13,21,50203.12,12823.08,-21177.33,1,24757.03,-58.80469,-4.61E-08,0.0044324,7,,
14,22,39890.62,16405.92,-24322.3,1,29338.18,-55.99947,-3.14E-08,0.0045252,7,,
15,23,31640.63,20705.04,-27099.81,1,34104.23,-52.61912,-2.37E-08,0.0044693,7,,
16,25,25171.88,25715.7,-29422.43,1,39076.55,-48.846,1.85E-09,0.0043039,7,,
17,26,20015.62,31195.11,-31402.09,1,44263.14,-45.18946,-2.17E-08,0.0044641,7,,
18,28,15890.62,37097.09,-32608.38,1,49391.3,-41.3155,-4.49E-08,0.0044322,7,,
19,29,12609.37,43538.54,-32742.93,1,54476.64,-36.94481,1.19E-08,0.004255,6,,
20,30,10078.13,49064.73,-32702.61,1,58964.46,-33.68423,-3.57E-09,0.0043084,6,,
21,32,8015.625,54144.87,-32746.51,1,63277.17,-31.16531,-6.51E-08,0.0044771,7,,
22,33,6328.125,59413.73,-31802.48,1,67389.83,-28.15888,-8.48E-09,0.0044319,6,,
